Вартість (грн),Обрамлення,Потужність (л/г),Охоронний статус,Ступінь небезпеки,Матеріал,Лояльність клієнта,Статус проєкта
784.52,Стандартне,53.77,Вищий статус охорони,Помірна,Скло,1.57,Узгоджено
1124.29,Коштовне,50.39,Вищий статус охорони,Помірна,Поліпропілен,3.57,Заблоковано
1131.52,Просте,60.11,Вищий статус охорони,Висока,Залізо,0.0,Заблоковано
1054.52,Просте,47.2,Невелике занепокоєння,Безпечний,Поліпропілен,0.0,Заблоковано
826.9,Коштовне,55.1,Невелике занепокоєння,Висока,Льон,4.1,Узгоджено
1070.82,Коштовне,77.82,Невелике занепокоєння,Висока,Льон,1.02,Заблоковано
848.25,Стандартне,36.36,Не охороняється,Висока,Залізо,3.75,Узгоджено
829.58,Коштовне,35.72,Вищий статус охорони,Безпечний,Залізо,6.64,Узгоджено
838.47,Коштовне,42.2,Не охороняється,Безпечний,Поліпропілен,0.0,Узгоджено
980.77,Стандартне,55.0,Не охороняється,Помірна,Поліпропілен,5.06,Заблоковано
891.32,Просте,54.86,Вищий статус охорони,Висока,Залізо,4.17,Узгоджено
861.31,Коштовне,12.47,Вищий статус охорони,Безпечний,Поліпропілен,2.51,Заблоковано
981.16,Просте,69.43,Невелике занепокоєння,Безпечний,Залізо,0.86,Заблоковано
1386.04,Коштовне,36.68,Вищий статус охорони,Безпечний,Залізо,2.96,Заблоковано
806.44,Коштовне,29.77,Невелике занепокоєння,Висока,Льон,0.61,Узгоджено
848.09,Просте,39.48,Не охороняється,Висока,Поліпропілен,0.11,Узгоджено
722.81,Коштовне,30.32,Невелике занепокоєння,Безпечний,Поліпропілен,1.45,Узгоджено
601.83,Просте,44.87,Не охороняється,Помірна,Льон,0.82,Узгоджено
891.91,Стандартне,38.76,Не охороняється,Безпечний,Залізо,2.87,Заблоковано
1142.4,Коштовне,22.08,Не охороняється,Безпечний,Льон,2.16,Заблоковано
759.6,Коштовне,68.88,Невелике занепокоєння,Безпечний,Залізо,2.73,Узгоджено
714.22,Коштовне,26.49,Невелике занепокоєння,Помірна,Льон,3.12,Узгоджено
638.89,Просте,54.99,Невелике занепокоєння,Безпечний,Скло,0.44,Узгоджено
741.25,Просте,70.77,Вищий статус охорони,Висока,Залізо,2.85,Узгоджено
1204.03,Коштовне,44.22,Вищий статус охорони,Помірна,Поліпропілен,3.52,Заблоковано
953.06,Стандартне,54.37,Невелике занепокоєння,Висока,Залізо,0.69,Заблоковано
812.48,Коштовне,47.56,Вищий статус охорони,Безпечний,Льон,2.98,Узгоджено
621.72,Коштовне,38.3,Не охороняється,Помірна,Залізо,1.58,Узгоджено
774.48,Стандартне,36.58,Вищий статус охорони,Помірна,Льон,5.4,Узгоджено
1137.95,Стандартне,40.2,Вищий статус охорони,Висока,Поліпропілен,2.95,Заблоковано
813.08,Стандартне,58.47,Не охороняється,Висока,Залізо,4.29,Узгоджено
717.74,Стандартне,44.75,Невелике занепокоєння,Безпечний,Залізо,1.16,Узгоджено
721.16,Стандартне,74.21,Невелике занепокоєння,Безпечний,Льон,2.75,Узгоджено
922.59,Коштовне,33.43,Невелике занепокоєння,Безпечний,Залізо,0.96,Заблоковано
751.68,Просте,25.06,Невелике занепокоєння,Безпечний,Поліпропілен,0.32,Узгоджено
1074.93,Стандартне,55.06,Вищий статус охорони,Безпечний,Скло,3.28,Заблоковано
1046.01,Просте,44.15,Не охороняється,Висока,Залізо,0.0,Заблоковано
697.16,Просте,68.41,Вищий статус охорони,Помірна,Скло,3.96,Узгоджено
906.55,Стандартне,43.27,Не охороняється,Помірна,Поліпропілен,8.27,Заблоковано
849.89,Коштовне,26.56,Невелике занепокоєння,Висока,Скло,0.0,Заблоковано
996.52,Коштовне,35.13,Невелике занепокоєння,Безпечний,Залізо,2.41,Заблоковано
783.85,Коштовне,57.14,Вищий статус охорони,Безпечний,Залізо,3.9,Узгоджено
759.85,Просте,42.53,Не охороняється,Висока,Поліпропілен,5.37,Узгоджено
707.71,Стандартне,37.64,Невелике занепокоєння,Помірна,Залізо,3.33,Узгоджено
1076.21,Коштовне,48.37,Вищий статус охорони,Безпечний,Льон,2.55,Заблоковано
1119.33,Коштовне,42.8,Вищий статус охорони,Висока,Скло,6.89,Заблоковано
922.21,Просте,20.57,Невелике занепокоєння,Помірна,Залізо,5.38,Заблоковано
798.6,Коштовне,58.25,Не охороняється,Помірна,Поліпропілен,4.98,Узгоджено
979.68,Просте,48.54,Невелике занепокоєння,Безпечний,Скло,1.89,Заблоковано
1076.83,Стандартне,18.08,Невелике занепокоєння,Висока,Скло,4.48,Заблоковано
777.66,Коштовне,48.56,Невелике занепокоєння,Висока,Скло,5.57,Узгоджено
780.81,Просте,19.56,Не охороняється,Висока,Поліпропілен,2.82,Узгоджено
826.78,Просте,41.67,Невелике занепокоєння,Помірна,Скло,6.2,Узгоджено
772.1,Просте,59.72,Невелике занепокоєння,Висока,Льон,1.51,Узгоджено
699.29,Просте,43.29,Не охороняється,Висока,Поліпропілен,0.0,Узгоджено
1109.93,Коштовне,39.03,Вищий статус охорони,Помірна,Поліпропілен,7.4,Заблоковано
980.89,Просте,53.43,Невелике занепокоєння,Безпечний,Залізо,1.55,Заблоковано
681.37,Стандартне,34.84,Не охороняється,Безпечний,Скло,3.07,Узгоджено
998.7,Просте,61.4,Невелике занепокоєння,Помірна,Залізо,4.76,Заблоковано
630.72,Стандартне,33.71,Не охороняється,Помірна,Залізо,0.18,Узгоджено
948.16,Стандартне,50.98,Невелике занепокоєння,Помірна,Льон,0.44,Заблоковано
1033.31,Стандартне,64.28,Вищий статус охорони,Помірна,Скло,3.13,Заблоковано
1010.63,Стандартне,42.09,Не охороняється,Помірна,Скло,2.84,Заблоковано
791.61,Просте,42.95,Не охороняється,Помірна,Скло,4.85,Узгоджено
989.16,Просте,37.29,Невелике занепокоєння,Помірна,Льон,3.43,Заблоковано
824.92,Стандартне,50.5,Не охороняється,Висока,Скло,7.27,Узгоджено
1242.29,Просте,30.73,Невелике занепокоєння,Помірна,Льон,0.0,Заблоковано
1086.87,Просте,51.96,Невелике занепокоєння,Помірна,Поліпропілен,0.0,Заблоковано
708.45,Коштовне,38.34,Невелике занепокоєння,Безпечний,Скло,4.64,Узгоджено
1077.67,Просте,37.29,Невелике занепокоєння,Помірна,Поліпропілен,3.99,Заблоковано
1087.55,Просте,46.19,Невелике занепокоєння,Безпечний,Залізо,5.69,Заблоковано
1222.35,Просте,61.41,Невелике занепокоєння,Висока,Залізо,3.23,Заблоковано
870.36,Стандартне,27.82,Невелике занепокоєння,Безпечний,Скло,5.69,Заблоковано
813.24,Стандартне,51.62,Не охороняється,Висока,Скло,0.0,Узгоджено
974.55,Стандартне,63.25,Невелике занепокоєння,Висока,Льон,4.62,Заблоковано
819.67,Стандартне,45.67,Не охороняється,Помірна,Льон,4.07,Узгоджено
744.94,Коштовне,25.81,Не охороняється,Помірна,Поліпропілен,1.57,Узгоджено
967.69,Стандартне,36.0,Не охороняється,Висока,Скло,3.74,Заблоковано
989.53,Стандартне,26.47,Вищий статус охорони,Помірна,Залізо,1.76,Заблоковано
1159.0,Стандартне,34.08,Вищий статус охорони,Помірна,Льон,2.91,Заблоковано
919.96,Коштовне,33.56,Вищий статус охорони,Безпечний,Поліпропілен,1.38,Заблоковано
778.15,Коштовне,71.55,Не охороняється,Висока,Залізо,2.08,Узгоджено
907.5,Просте,59.77,Не охороняється,Безпечний,Залізо,1.66,Узгоджено
1194.31,Коштовне,61.87,Невелике занепокоєння,Висока,Залізо,0.0,Заблоковано
974.99,Стандартне,37.28,Не охороняється,Безпечний,Поліпропілен,4.21,Заблоковано
1034.88,Просте,52.33,Вищий статус охорони,Помірна,Поліпропілен,0.86,Заблоковано
827.02,Стандартне,21.97,Не охороняється,Безпечний,Скло,2.79,Заблоковано
931.76,Стандартне,75.88,Вищий статус охорони,Помірна,Поліпропілен,1.12,Узгоджено
1135.51,Стандартне,32.7,Не охороняється,Висока,Залізо,3.06,Заблоковано
631.1,Просте,39.48,Не охороняється,Помірна,Поліпропілен,1.8,Узгоджено
1035.09,Коштовне,63.38,Не охороняється,Висока,Льон,0.2,Заблоковано
662.24,Коштовне,46.68,Вищий статус охорони,Висока,Льон,0.92,Узгоджено
885.67,Просте,50.31,Вищий статус охорони,Помірна,Поліпропілен,4.99,Узгоджено
778.15,Коштовне,46.93,Вищий статус охорони,Безпечний,Поліпропілен,4.56,Узгоджено
929.16,Стандартне,40.73,Не охороняється,Помірна,Залізо,5.4,Заблоковано
764.39,Коштовне,54.66,Невелике занепокоєння,Безпечний,Поліпропілен,2.12,Узгоджено
752.96,Стандартне,36.14,Вищий статус охорони,Висока,Льон,0.0,Узгоджено
947.2,Просте,36.45,Вищий статус охорони,Висока,Поліпропілен,2.6,Заблоковано
1310.39,Стандартне,12.84,Не охороняється,Безпечний,Залізо,3.97,Заблоковано
670.09,Просте,36.95,Невелике занепокоєння,Висока,Скло,0.7,Узгоджено
917.45,Стандартне,42.84,Вищий статус охорони,Висока,Поліпропілен,4.7,Заблоковано
805.12,Стандартне,58.68,Не охороняється,Безпечний,Скло,5.12,Узгоджено
1119.33,Коштовне,26.63,Не охороняється,Помірна,Залізо,3.58,Заблоковано
758.5,Стандартне,43.27,Не охороняється,Безпечний,Залізо,5.99,Узгоджено
934.15,Стандартне,48.37,Невелике занепокоєння,Висока,Льон,2.13,Заблоковано
858.38,Стандартне,62.9,Не охороняється,Помірна,Поліпропілен,3.09,Узгоджено
1109.84,Стандартне,69.12,Невелике занепокоєння,Безпечний,Льон,0.0,Заблоковано
858.37,Просте,59.54,Невелике занепокоєння,Висока,Льон,2.66,Узгоджено
1020.69,Стандартне,64.02,Вищий статус охорони,Помірна,Льон,5.19,Заблоковано
970.69,Стандартне,32.35,Вищий статус охорони,Помірна,Скло,1.12,Заблоковано
864.44,Стандартне,31.77,Невелике занепокоєння,Безпечний,Скло,2.02,Заблоковано
700.47,Коштовне,38.44,Невелике занепокоєння,Безпечний,Скло,1.95,Узгоджено
1109.04,Коштовне,20.09,Вищий статус охорони,Безпечний,Поліпропілен,4.28,Заблоковано
879.02,Стандартне,29.12,Не охороняється,Безпечний,Скло,0.33,Заблоковано
874.71,Стандартне,53.98,Вищий статус охорони,Безпечний,Льон,3.85,Узгоджено
666.26,Коштовне,46.79,Не охороняється,Висока,Залізо,2.62,Узгоджено
734.57,Стандартне,31.86,Не охороняється,Помірна,Скло,0.13,Узгоджено
934.05,Коштовне,50.75,Не охороняється,Безпечний,Скло,5.71,Заблоковано
741.25,Стандартне,47.78,Вищий статус охорони,Помірна,Залізо,2.86,Узгоджено
757.65,Просте,58.3,Вищий статус охорони,Безпечний,Поліпропілен,2.98,Узгоджено
1094.6,Просте,60.47,Невелике занепокоєння,Помірна,Залізо,6.41,Заблоковано
904.25,Коштовне,17.29,Невелике занепокоєння,Безпечний,Залізо,1.36,Заблоковано
792.65,Стандартне,39.68,Не охороняється,Висока,Скло,2.86,Узгоджено
1094.62,Просте,74.57,Невелике занепокоєння,Помірна,Скло,1.2,Заблоковано
1017.11,Стандартне,56.66,Невелике занепокоєння,Висока,Залізо,4.68,Заблоковано
1010.06,Просте,69.32,Невелике занепокоєння,Висока,Поліпропілен,0.81,Заблоковано
938.89,Коштовне,53.64,Вищий статус охорони,Помірна,Поліпропілен,3.42,Заблоковано
715.23,Стандартне,59.92,Вищий статус охорони,Безпечний,Залізо,1.34,Узгоджено
728.19,Коштовне,21.35,Невелике занепокоєння,Помірна,Залізо,3.62,Узгоджено
991.79,Просте,46.56,Вищий статус охорони,Висока,Льон,2.84,Заблоковано
631.77,Коштовне,44.78,Не охороняється,Помірна,Поліпропілен,1.83,Узгоджено
938.29,Коштовне,59.35,Не охороняється,Безпечний,Поліпропілен,3.94,Узгоджено
921.15,Стандартне,50.1,Не охороняється,Безпечний,Скло,1.58,Заблоковано
890.42,Коштовне,42.54,Невелике занепокоєння,Безпечний,Поліпропілен,5.4,Узгоджено
824.41,Просте,58.92,Вищий статус охорони,Безпечний,Скло,4.52,Узгоджено
778.95,Коштовне,50.65,Не охороняється,Помірна,Залізо,4.08,Узгоджено
837.26,Просте,74.16,Вищий статус охорони,Безпечний,Залізо,0.15,Узгоджено
974.3,Коштовне,37.08,Не охороняється,Безпечний,Залізо,3.85,Заблоковано
830.11,Стандартне,52.1,Не охороняється,Безпечний,Скло,5.11,Узгоджено
741.25,Просте,66.94,Вищий статус охорони,Висока,Скло,3.81,Узгоджено
765.66,Просте,34.71,Не охороняється,Безпечний,Поліпропілен,6.44,Узгоджено
891.43,Просте,31.21,Невелике занепокоєння,Висока,Залізо,6.96,Заблоковано
808.08,Коштовне,33.56,Вищий статус охорони,Безпечний,Залізо,0.61,Узгоджено
932.43,Коштовне,46.82,Вищий статус охорони,Висока,Скло,0.33,Заблоковано
914.82,Просте,25.84,Вищий статус охорони,Висока,Льон,0.2,Заблоковано
828.32,Коштовне,74.8,Невелике занепокоєння,Безпечний,Поліпропілен,1.27,Узгоджено
736.83,Просте,50.66,Вищий статус охорони,Помірна,Скло,4.3,Узгоджено
974.3,Просте,55.97,Невелике занепокоєння,Помірна,Залізо,0.0,Заблоковано
883.36,Просте,87.28,Невелике занепокоєння,Помірна,Поліпропілен,4.4,Узгоджено
1010.35,Просте,37.29,Вищий статус охорони,Безпечний,Залізо,1.27,Заблоковано
808.13,Просте,64.56,Невелике занепокоєння,Висока,Льон,4.71,Узгоджено
867.51,Коштовне,72.65,Невелике занепокоєння,Безпечний,Скло,6.65,Узгоджено
1017.68,Просте,27.93,Не охороняється,Безпечний,Залізо,6.17,Заблоковано
922.7,Просте,-1.7,Вищий статус охорони,Помірна,Льон,3.85,Заблоковано
1168.25,Просте,61.87,Вищий статус охорони,Висока,Льон,2.98,Заблоковано
787.71,Просте,24.9,Вищий статус охорони,Безпечний,Залізо,4.27,Узгоджено
1190.0,Просте,45.65,Вищий статус охорони,Помірна,Поліпропілен,2.6,Заблоковано
926.77,Стандартне,14.45,Вищий статус охорони,Висока,Залізо,2.07,Заблоковано
685.99,Коштовне,58.94,Невелике занепокоєння,Помірна,Льон,0.0,Узгоджено
862.0,Коштовне,49.89,Невелике занепокоєння,Помірна,Залізо,2.95,Узгоджено
925.89,Стандартне,44.9,Не охороняється,Безпечний,Скло,5.63,Заблоковано
1124.29,Стандартне,36.89,Вищий статус охорони,Безпечний,Льон,2.96,Заблоковано
922.78,Коштовне,34.29,Не охороняється,Помірна,Залізо,2.75,Заблоковано
899.21,Стандартне,38.39,Невелике занепокоєння,Безпечний,Залізо,0.15,Заблоковано
784.18,Коштовне,49.48,Невелике занепокоєння,Висока,Поліпропілен,5.89,Узгоджено
700.29,Коштовне,-4.4,Не охороняється,Безпечний,Льон,0.0,Узгоджено
928.91,Стандартне,39.7,Вищий статус охорони,Помірна,Поліпропілен,0.93,Заблоковано
1039.44,Коштовне,51.62,Не охороняється,Помірна,Залізо,4.9,Заблоковано
825.13,Коштовне,58.83,Вищий статус охорони,Помірна,Поліпропілен,8.27,Узгоджено
827.07,Стандартне,59.25,Вищий статус охорони,Безпечний,Поліпропілен,1.03,Узгоджено
770.24,Коштовне,51.25,Вищий статус охорони,Помірна,Залізо,5.91,Узгоджено
877.19,Просте,46.8,Не охороняється,Помірна,Скло,4.11,Узгоджено
754.49,Просте,87.28,Невелике занепокоєння,Безпечний,Залізо,3.06,Узгоджено
879.4,Просте,38.58,Вищий статус охорони,Безпечний,Залізо,4.99,Узгоджено
857.28,Коштовне,69.61,Вищий статус охорони,Безпечний,Залізо,1.43,Узгоджено
675.44,Просте,30.84,Невелике занепокоєння,Помірна,Скло,0.0,Узгоджено
1002.13,Стандартне,49.52,Вищий статус охорони,Помірна,Льон,4.56,Заблоковано
691.47,Просте,59.84,Невелике занепокоєння,Помірна,Залізо,5.79,Узгоджено
725.08,Стандартне,70.93,Невелике занепокоєння,Безпечний,Поліпропілен,8.05,Узгоджено
703.3,Стандартне,41.8,Невелике занепокоєння,Помірна,Скло,1.24,Узгоджено
771.37,Стандартне,64.78,Невелике занепокоєння,Безпечний,Скло,3.77,Узгоджено
766.09,Коштовне,62.18,Не охороняється,Безпечний,Льон,3.73,Узгоджено
636.85,Просте,53.02,Вищий статус охорони,Безпечний,Поліпропілен,1.92,Узгоджено
1003.22,Стандартне,70.76,Невелике занепокоєння,Безпечний,Скло,0.0,Заблоковано
816.3,Стандартне,61.98,Невелике занепокоєння,Висока,Залізо,3.07,Узгоджено
783.3,Коштовне,31.39,Вищий статус охорони,Помірна,Скло,0.52,Узгоджено
1155.55,Стандартне,27.08,Вищий статус охорони,Безпечний,Поліпропілен,1.1,Заблоковано
1049.96,Стандартне,62.0,Вищий статус охорони,Безпечний,Скло,2.32,Заблоковано
735.22,Просте,32.09,Невелике занепокоєння,Висока,Поліпропілен,3.8,Узгоджено
770.88,Коштовне,37.28,Вищий статус охорони,Висока,Залізо,1.05,Узгоджено
914.21,Коштовне,48.77,Не охороняється,Помірна,Залізо,2.33,Заблоковано
981.08,Просте,51.28,Вищий статус охорони,Безпечний,Скло,0.0,Заблоковано
925.23,Просте,37.24,Невелике занепокоєння,Безпечний,Залізо,2.22,Заблоковано
1469.11,Коштовне,40.92,Не охороняється,Висока,Льон,0.0,Заблоковано
804.02,Коштовне,57.7,Не охороняється,Помірна,Скло,0.0,Узгоджено
1046.26,Коштовне,45.7,Невелике занепокоєння,Безпечний,Залізо,2.49,Заблоковано
879.78,Просте,30.38,Вищий статус охорони,Безпечний,Поліпропілен,0.0,Заблоковано
914.0,Стандартне,34.89,Вищий статус охорони,Безпечний,Льон,4.13,Заблоковано
1080.91,Стандартне,40.23,Не охороняється,Помірна,Поліпропілен,3.51,Заблоковано
999.06,Просте,62.01,Не охороняється,Безпечний,Льон,2.62,Заблоковано
988.9,Коштовне,20.04,Не охороняється,Помірна,Льон,1.86,Заблоковано
787.2,Стандартне,44.27,Вищий статус охорони,Помірна,Поліпропілен,0.0,Узгоджено
1201.52,Коштовне,29.87,Не охороняється,Помірна,Поліпропілен,3.49,Заблоковано
778.01,Стандартне,50.87,Не охороняється,Безпечний,Скло,2.48,Узгоджено
1025.28,Стандартне,29.73,Невелике занепокоєння,Безпечний,Скло,1.85,Заблоковано
724.53,Коштовне,44.27,Не охороняється,Висока,Скло,2.43,Узгоджено
860.6,Коштовне,32.68,Не охороняється,Безпечний,Поліпропілен,0.0,Узгоджено
897.53,Коштовне,56.92,Невелике занепокоєння,Безпечний,Скло,3.71,Узгоджено
958.3,Просте,42.6,Невелике занепокоєння,Висока,Льон,0.96,Заблоковано
788.41,Стандартне,27.77,Невелике занепокоєння,Висока,Поліпропілен,0.36,Узгоджено
780.17,Стандартне,61.74,Вищий статус охорони,Висока,Поліпропілен,2.67,Узгоджено
1076.21,Просте,44.66,Вищий статус охорони,Помірна,Залізо,2.39,Заблоковано
851.66,Коштовне,37.64,Вищий статус охорони,Безпечний,Залізо,3.55,Узгоджено
885.12,Коштовне,48.93,Вищий статус охорони,Висока,Скло,1.59,Узгоджено
542.98,Коштовне,36.29,Не охороняється,Помірна,Залізо,4.62,Узгоджено
789.07,Просте,29.66,Вищий статус охорони,Безпечний,Скло,4.88,Узгоджено
708.53,Просте,69.43,Вищий статус охорони,Безпечний,Поліпропілен,0.93,Узгоджено
477.11,Стандартне,62.29,Невелике занепокоєння,Висока,Залізо,4.46,Узгоджено
1242.28,Коштовне,43.14,Невелике занепокоєння,Висока,Поліпропілен,1.55,Заблоковано
968.44,Стандартне,40.76,Невелике занепокоєння,Висока,Залізо,4.24,Заблоковано
789.04,Коштовне,45.77,Не охороняється,Висока,Льон,4.21,Узгоджено
1042.28,Просте,26.84,Не охороняється,Помірна,Льон,1.97,Заблоковано
673.41,Коштовне,53.1,Невелике занепокоєння,Висока,Залізо,5.56,Узгоджено
1075.76,Коштовне,56.47,Невелике занепокоєння,Безпечний,Залізо,4.04,Заблоковано
1129.54,Стандартне,49.51,Невелике занепокоєння,Помірна,Залізо,3.27,Заблоковано
895.17,Просте,62.01,Не охороняється,Безпечний,Льон,0.0,Узгоджено
698.02,Просте,50.1,Не охороняється,Висока,Поліпропілен,2.45,Узгоджено
1090.09,Стандартне,53.76,Не охороняється,Помірна,Льон,0.83,Заблоковано
805.7,Стандартне,45.29,Вищий статус охорони,Висока,Залізо,1.0,Узгоджено
1204.16,Коштовне,32.86,Не охороняється,Помірна,Залізо,1.28,Заблоковано
770.86,Просте,30.86,Не охороняється,Безпечний,Льон,0.0,Узгоджено
908.26,Просте,58.24,Не охороняється,Висока,Льон,2.19,Узгоджено
446.4,Просте,49.46,Невелике занепокоєння,Помірна,Поліпропілен,2.33,Узгоджено
765.21,Стандартне,39.03,Вищий статус охорони,Висока,Залізо,0.41,Узгоджено
1118.48,Коштовне,35.61,Вищий статус охорони,Висока,Скло,4.26,Заблоковано
794.92,Стандартне,38.88,Вищий статус охорони,Помірна,Залізо,0.24,Узгоджено
647.11,Просте,44.5,Не охороняється,Висока,Поліпропілен,1.59,Узгоджено
998.59,Стандартне,55.49,Вищий статус охорони,Помірна,Льон,2.14,Заблоковано
733.56,Стандартне,45.57,Вищий статус охорони,Висока,Скло,0.0,Узгоджено
847.44,Стандартне,65.7,Не охороняється,Безпечний,Скло,0.0,Узгоджено
864.4,Просте,52.57,Не охороняється,Висока,Льон,2.74,Узгоджено
1025.28,Коштовне,36.0,Вищий статус охорони,Помірна,Залізо,0.36,Заблоковано
953.06,Стандартне,-0.98,Не охороняється,Безпечний,Льон,4.17,Заблоковано
805.85,Коштовне,38.49,Вищий статус охорони,Безпечний,Скло,1.3,Узгоджено
658.03,Коштовне,21.77,Невелике занепокоєння,Безпечний,Льон,3.16,Узгоджено
770.12,Просте,34.84,Невелике занепокоєння,Висока,Поліпропілен,2.41,Узгоджено
906.55,Коштовне,38.11,Не охороняється,Висока,Поліпропілен,4.56,Заблоковано
755.91,Коштовне,58.91,Вищий статус охорони,Безпечний,Залізо,0.31,Узгоджено
880.9,Стандартне,37.57,Не охороняється,Безпечний,Залізо,3.04,Заблоковано
576.34,Просте,42.75,Невелике занепокоєння,Безпечний,Льон,3.68,Узгоджено
997.56,Коштовне,32.95,Не охороняється,Помірна,Льон,6.76,Заблоковано
943.83,Коштовне,38.06,Невелике занепокоєння,Висока,Поліпропілен,5.97,Заблоковано
826.78,Коштовне,35.31,Вищий статус охорони,Безпечний,Поліпропілен,3.65,Узгоджено
758.38,Просте,56.98,Невелике занепокоєння,Помірна,Скло,1.85,Узгоджено
1104.26,Стандартне,25.8,Вищий статус охорони,Безпечний,Поліпропілен,6.28,Заблоковано
790.09,Стандартне,26.36,Вищий статус охорони,Помірна,Льон,2.6,Узгоджено
1394.77,Коштовне,45.86,Невелике занепокоєння,Помірна,Скло,3.99,Заблоковано
731.97,Просте,24.21,Невелике занепокоєння,Безпечний,Льон,0.0,Узгоджено
679.09,Стандартне,64.37,Вищий статус охорони,Помірна,Поліпропілен,3.72,Узгоджено
1098.4,Просте,46.92,Не охороняється,Помірна,Скло,3.68,Заблоковано
983.09,Просте,15.59,Вищий статус охорони,Безпечний,Залізо,3.03,Заблоковано
763.77,Коштовне,20.8,Вищий статус охорони,Безпечний,Поліпропілен,0.55,Узгоджено
681.75,Просте,16.56,Невелике занепокоєння,Помірна,Поліпропілен,6.81,Узгоджено
757.65,Коштовне,46.15,Вищий статус охорони,Безпечний,Залізо,2.04,Узгоджено
972.55,Коштовне,46.25,Вищий статус охорони,Висока,Скло,2.46,Заблоковано
662.59,Просте,27.89,Вищий статус охорони,Помірна,Поліпропілен,0.9,Узгоджено
905.46,Коштовне,58.4,Не охороняється,Висока,Поліпропілен,3.45,Узгоджено
783.1,Стандартне,52.38,Вищий статус охорони,Висока,Скло,1.95,Узгоджено
1051.86,Стандартне,39.68,Не охороняється,Безпечний,Льон,4.88,Заблоковано
820.49,Стандартне,38.03,Вищий статус охорони,Безпечний,Поліпропілен,3.63,Узгоджено
940.6,Коштовне,15.38,Невелике занепокоєння,Безпечний,Поліпропілен,0.71,Заблоковано
798.6,Коштовне,45.63,Вищий статус охорони,Безпечний,Поліпропілен,0.0,Узгоджено
695.21,Коштовне,44.45,Вищий статус охорони,Помірна,Залізо,0.77,Узгоджено
915.49,Коштовне,49.86,Вищий статус охорони,Висока,Льон,1.99,Заблоковано
1014.88,Стандартне,56.78,Не охороняється,Помірна,Залізо,1.07,Заблоковано
865.71,Просте,28.06,Вищий статус охорони,Помірна,Поліпропілен,4.55,Заблоковано
1177.32,Коштовне,4.79,Невелике занепокоєння,Висока,Скло,0.0,Заблоковано
934.92,Просте,53.9,Невелике занепокоєння,Безпечний,Залізо,1.27,Заблоковано
970.49,Коштовне,50.51,Невелике занепокоєння,Висока,Залізо,0.25,Заблоковано
1142.4,Стандартне,32.45,Вищий статус охорони,Висока,Льон,5.0,Заблоковано
939.12,Коштовне,39.87,Вищий статус охорони,Безпечний,Льон,1.54,Заблоковано
1139.01,Коштовне,45.12,Невелике занепокоєння,Помірна,Поліпропілен,2.18,Заблоковано
958.94,Стандартне,41.16,Вищий статус охорони,Помірна,Залізо,5.66,Заблоковано
742.24,Коштовне,55.55,Вищий статус охорони,Помірна,Льон,2.56,Узгоджено
985.97,Коштовне,10.85,Не охороняється,Висока,Поліпропілен,1.42,Заблоковано
793.25,Просте,48.06,Невелике занепокоєння,Помірна,Залізо,1.74,Узгоджено
691.83,Стандартне,46.3,Не охороняється,Помірна,Скло,2.07,Узгоджено
914.48,Коштовне,55.18,Невелике занепокоєння,Помірна,Скло,2.24,Узгоджено
1271.12,Коштовне,21.16,Не охороняється,Висока,Льон,1.12,Заблоковано
826.36,Просте,35.92,Вищий статус охорони,Безпечний,Льон,4.28,Узгоджено
1131.27,Просте,50.89,Не охороняється,Висока,Льон,5.0,Заблоковано
654.3,Коштовне,31.94,Не охороняється,Безпечний,Поліпропілен,0.0,Узгоджено
759.21,Просте,37.16,Не охороняється,Безпечний,Скло,6.24,Узгоджено
671.74,Коштовне,59.66,Невелике занепокоєння,Висока,Залізо,3.99,Узгоджено
1280.34,Коштовне,45.61,Вищий статус охорони,Висока,Залізо,2.3,Заблоковано
813.03,Коштовне,41.68,Вищий статус охорони,Безпечний,Скло,3.71,Узгоджено
1039.93,Стандартне,32.11,Не охороняється,Помірна,Поліпропілен,3.68,Заблоковано
680.24,Просте,53.28,Вищий статус охорони,Безпечний,Скло,3.55,Узгоджено
1251.67,Просте,43.18,Не охороняється,Висока,Залізо,8.62,Заблоковано
804.92,Просте,40.9,Вищий статус охорони,Висока,Поліпропілен,0.56,Узгоджено
929.89,Коштовне,38.31,Не охороняється,Висока,Льон,0.1,Заблоковано
1201.48,Стандартне,47.0,Не охороняється,Помірна,Скло,4.02,Заблоковано
640.86,Просте,25.3,Вищий статус охорони,Висока,Скло,1.79,Узгоджено
781.13,Коштовне,33.85,Не охороняється,Безпечний,Поліпропілен,0.44,Узгоджено
733.56,Коштовне,53.29,Не охороняється,Висока,Льон,1.47,Узгоджено
1241.86,Коштовне,47.94,Невелике занепокоєння,Безпечний,Поліпропілен,0.0,Заблоковано
834.46,Коштовне,47.8,Вищий статус охорони,Безпечний,Залізо,2.62,Узгоджено
1115.62,Стандартне,18.22,Невелике занепокоєння,Висока,Залізо,1.42,Заблоковано
683.87,Просте,35.78,Не охороняється,Висока,Залізо,3.01,Узгоджено
959.08,Стандартне,50.88,Вищий статус охорони,Висока,Поліпропілен,2.56,Заблоковано
1109.04,Стандартне,60.59,Вищий статус охорони,Помірна,Льон,5.38,Заблоковано
1201.48,Коштовне,40.53,Невелике занепокоєння,Висока,Скло,0.0,Заблоковано
722.59,Просте,48.49,Вищий статус охорони,Помірна,Скло,4.02,Узгоджено
